date,accident_num,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 이슬점온도(°C),year,month,day,측정소명,O3,PM10,PM2.5,season,요일,workday
2020-05-24,0.0,19.1,7.0,1.6,74.0,14.1,2020,5,24,한솔동,1,0,1,spring,일요일,1
2020-05-25,0.0,17.1,0.0,1.1,77.4,12.8,2020,5,25,한솔동,1,0,0,spring,월요일,0
2020-05-26,0.0,18.5,0.0,1.2,69.6,12.3,2020,5,26,한솔동,1,1,1,spring,화요일,0
2020-05-27,0.0,18.5,0.0,1.7,56.3,8.5,2020,5,27,한솔동,1,0,0,spring,수요일,0
2020-05-28,0.0,18.2,0.0,1.1,66.5,10.9,2020,5,28,한솔동,1,0,0,spring,목요일,0
2020-05-29,0.0,20.5,0.0,1.1,59.3,11.2,2020,5,29,한솔동,1,0,1,spring,금요일,0
2020-05-30,0.0,22.2,0.0,1.0,58.0,12.6,2020,5,30,한솔동,1,1,1,spring,토요일,1
2020-05-31,0.0,21.4,0.0,1.1,61.5,13.0,2020,5,31,한솔동,1,1,1,spring,일요일,1
2020-06-01,2.0,20.3,0.7,1.9,55.9,9.8,2020,6,1,한솔동,1,0,0,summer,월요일,0
2020-06-02,1.0,18.6,0.0,1.2,64.1,11.1,2020,6,2,한솔동,1,0,0,summer,화요일,0
2020-06-03,0.0,22.2,0.6,1.1,74.8,16.9,2020,6,3,한솔동,1,1,0,summer,수요일,0
2020-06-04,0.0,24.3,0.0,1.5,68.5,17.6,2020,6,4,한솔동,1,1,1,summer,목요일,0
2020-06-05,0.0,24.1,0.0,1.1,72.5,18.3,2020,6,5,한솔동,1,1,0,summer,금요일,0
2020-06-06,0.0,23.7,34.0,1.6,69.6,17.1,2020,6,6,한솔동,1,1,1,summer,토요일,1
2020-06-07,0.0,22.8,0.0,1.2,70.4,16.8,2020,6,7,한솔동,1,1,1,summer,일요일,1
2020-06-08,0.0,24.8,0.0,1.1,61.4,16.2,2020,6,8,한솔동,1,1,1,summer,월요일,0
2020-06-09,0.0,26.0,0.0,1.2,54.1,14.9,2020,6,9,한솔동,1,1,1,summer,화요일,0
2020-06-10,0.0,24.6,66.2,1.1,69.3,17.7,2020,6,10,한솔동,1,1,1,summer,수요일,0
2020-06-11,0.0,24.9,11.8,1.3,76.0,19.9,2020,6,11,한솔동,1,0,0,summer,목요일,0
2020-06-12,1.0,23.5,3.1,0.8,86.3,21.0,2020,6,12,한솔동,0,1,1,summer,금요일,0
2020-06-13,0.0,24.2,5.7,1.4,83.0,20.9,2020,6,13,한솔동,1,0,0,summer,토요일,1
2020-06-14,0.0,23.8,0.5,1.3,75.6,18.7,2020,6,14,한솔동,1,0,0,summer,일요일,1
2020-06-15,0.0,22.4,0.0,1.3,64.0,14.5,2020,6,15,한솔동,1,0,0,summer,월요일,0
2020-06-16,0.0,23.2,0.0,1.1,69.5,16.9,2020,6,16,한솔동,1,1,1,summer,화요일,0
2020-06-17,2.0,22.4,0.0,0.9,70.3,16.3,2020,6,17,한솔동,1,1,1,summer,수요일,0
2020-06-18,0.0,20.7,0.2,1.5,74.1,15.8,2020,6,18,한솔동,1,0,0,summer,목요일,0
2020-06-19,0.0,23.1,1.9,1.1,70.1,16.8,2020,6,19,한솔동,1,0,0,summer,금요일,0
2020-06-20,1.0,23.3,0.0,1.2,76.5,18.6,2020,6,20,한솔동,1,1,1,summer,토요일,1
2020-06-21,0.0,24.9,0.0,1.3,64.0,17.0,2020,6,21,한솔동,1,1,1,summer,일요일,1
2020-06-22,0.0,26.4,0.0,1.2,62.3,17.6,2020,6,22,한솔동,1,1,1,summer,월요일,0
2020-06-23,1.0,25.7,0.0,1.0,68.0,19.0,2020,6,23,한솔동,1,1,1,summer,화요일,0
2020-06-24,0.0,22.4,4.2,1.4,79.1,18.2,2020,6,24,한솔동,1,1,0,summer,수요일,0
2020-06-25,1.0,21.3,3.4,1.2,88.0,19.2,2020,6,25,한솔동,1,1,0,summer,목요일,0
2020-06-26,0.0,22.6,0.2,1.4,74.8,17.6,2020,6,26,한솔동,1,0,0,summer,금요일,0
2020-06-27,1.0,23.8,0.0,1.0,71.8,17.8,2020,6,27,한솔동,1,0,0,summer,토요일,1
2020-06-28,0.0,23.7,0.0,1.1,70.5,17.6,2020,6,28,한솔동,1,0,0,summer,일요일,1
2020-06-29,0.0,22.0,48.2,2.1,84.4,19.0,2020,6,29,한솔동,1,0,0,summer,월요일,0
2020-06-30,1.0,19.8,33.5,1.9,92.4,18.5,2020,6,30,한솔동,1,0,0,summer,화요일,0
2020-07-01,0.0,20.8,0.5,1.1,78.4,16.6,2020,7,1,한솔동,1,0,0,summer,수요일,0
2020-07-02,1.0,23.2,0.0,0.9,74.0,17.9,2020,7,2,한솔동,1,1,1,summer,목요일,0
2020-07-03,0.0,21.9,0.5,1.7,73.3,16.6,2020,7,3,한솔동,0,0,0,summer,금요일,0
2020-07-04,1.0,21.4,0.0,1.2,76.0,16.6,2020,7,4,한솔동,0,0,0,summer,토요일,1
2020-07-05,0.0,22.5,0.0,0.7,77.3,18.1,2020,7,5,한솔동,1,0,0,summer,일요일,1
2020-07-06,1.0,24.1,0.0,1.0,77.3,19.4,2020,7,6,한솔동,1,0,0,summer,월요일,0
2020-07-07,0.0,24.1,0.0,1.2,77.8,19.7,2020,7,7,한솔동,1,0,0,summer,화요일,0
2020-07-08,1.0,24.2,0.0,1.0,75.8,19.1,2020,7,8,한솔동,1,0,0,summer,수요일,0
2020-07-09,0.0,25.7,0.0,1.8,70.1,19.3,2020,7,9,한솔동,1,0,1,summer,목요일,0
2020-07-10,0.0,25.1,7.8,1.9,77.8,20.8,2020,7,10,한솔동,1,0,0,summer,금요일,0
2020-07-11,0.0,25.4,0.0,1.0,72.6,19.8,2020,7,11,한솔동,1,0,0,summer,토요일,1
2020-07-12,0.0,22.1,31.6,2.2,81.6,18.6,2020,7,12,한솔동,0,0,0,summer,일요일,1
2020-07-13,0.0,18.6,120.4,2.6,93.9,17.5,2020,7,13,한솔동,1,0,0,summer,월요일,0
2020-07-14,0.0,19.2,13.6,1.3,94.4,18.2,2020,7,14,한솔동,0,0,0,summer,화요일,0
2020-07-15,0.0,20.9,3.5,1.1,88.0,18.7,2020,7,15,한솔동,0,0,0,summer,수요일,0
2020-07-16,0.0,22.8,0.0,0.9,77.8,18.3,2020,7,16,한솔동,1,0,0,summer,목요일,0
2020-07-17,0.0,24.1,0.0,1.0,75.8,19.2,2020,7,17,한솔동,1,1,1,summer,금요일,0
2020-07-18,0.0,24.6,0.0,1.3,68.9,17.9,2020,7,18,한솔동,1,0,1,summer,토요일,1
2020-07-19,0.0,24.7,12.7,1.7,78.9,20.7,2020,7,19,한솔동,1,0,0,summer,일요일,1
2020-07-20,0.0,24.1,14.4,1.9,84.9,21.3,2020,7,20,한솔동,1,0,0,summer,월요일,0
2020-07-21,0.0,24.8,0.0,0.9,73.4,19.2,2020,7,21,한솔동,1,0,0,summer,화요일,0
2020-07-22,0.0,22.9,22.8,0.8,91.4,21.3,2020,7,22,한솔동,1,0,0,summer,수요일,0
2020-07-23,0.0,21.5,51.3,2.3,93.0,20.2,2020,7,23,한솔동,0,0,0,summer,목요일,0
2020-07-24,0.0,21.2,22.8,1.7,90.9,19.5,2020,7,24,한솔동,1,0,0,summer,금요일,0
2020-07-25,0.0,22.5,10.6,1.4,89.0,20.4,2020,7,25,한솔동,0,0,0,summer,토요일,1
2020-07-26,0.0,23.6,0.0,0.9,87.9,21.4,2020,7,26,한솔동,0,0,0,summer,일요일,1
2020-07-27,0.0,23.7,15.0,1.1,88.0,21.5,2020,7,27,한솔동,0,0,0,summer,월요일,0
2020-07-28,2.0,23.9,1.3,1.2,89.0,21.9,2020,7,28,한솔동,0,0,0,summer,화요일,0
2020-07-29,2.0,24.6,26.6,0.8,94.3,23.5,2020,7,29,한솔동,0,0,0,summer,수요일,0
2020-07-30,3.0,25.2,76.7,1.0,93.8,24.0,2020,7,30,한솔동,0,0,0,summer,목요일,0
2020-07-31,0.0,25.9,4.3,0.8,89.0,23.9,2020,7,31,한솔동,0,0,0,summer,금요일,0
2020-08-01,1.0,25.2,30.0,1.2,89.5,23.3,2020,8,1,한솔동,0,0,0,summer,토요일,1
2020-08-02,0.0,26.9,29.3,2.0,84.6,24.0,2020,8,2,한솔동,0,0,0,summer,일요일,1
2020-08-03,0.0,26.2,14.6,1.8,83.9,23.1,2020,8,3,한솔동,0,0,0,summer,월요일,0
2020-08-04,0.0,27.2,16.7,1.7,84.0,24.1,2020,8,4,한솔동,0,0,1,summer,화요일,0
2020-08-05,0.0,26.0,22.0,1.0,92.5,24.6,2020,8,5,한솔동,0,0,0,summer,수요일,0
2020-08-06,0.0,25.0,27.0,2.2,90.8,23.3,2020,8,6,한솔동,0,0,0,summer,목요일,0
2020-08-07,0.0,23.0,22.8,1.0,94.6,22.0,2020,8,7,한솔동,0,0,0,summer,금요일,0
2020-08-08,0.0,23.7,36.5,0.9,96.0,23.0,2020,8,8,한솔동,0,0,0,summer,토요일,1
2020-08-09,0.0,26.5,24.1,1.8,83.4,23.3,2020,8,9,한솔동,0,0,0,summer,일요일,1
2020-08-10,3.0,26.2,27.6,1.3,89.1,24.1,2020,8,10,한솔동,0,0,0,summer,월요일,0
2020-08-11,3.0,25.1,69.2,1.4,92.3,23.7,2020,8,11,한솔동,1,0,0,summer,화요일,0
2020-08-12,0.0,26.7,26.2,0.7,91.8,25.2,2020,8,12,한솔동,0,0,0,summer,수요일,0
2020-08-13,0.0,28.2,0.0,1.2,81.6,24.5,2020,8,13,한솔동,0,0,0,summer,목요일,0
2020-08-14,0.0,28.2,0.0,2.0,79.1,24.1,2020,8,14,한솔동,1,0,0,summer,금요일,0
2020-08-15,1.0,28.3,0.0,1.5,78.6,24.1,2020,8,15,한솔동,1,0,0,summer,토요일,1
2020-08-16,0.0,27.6,0.0,1.3,77.3,23.0,2020,8,16,한솔동,0,0,0,summer,일요일,1
2020-08-17,0.0,27.8,0.0,0.7,80.0,23.7,2020,8,17,한솔동,0,0,0,summer,월요일,1
2020-08-18,1.0,27.6,0.0,1.1,80.8,23.5,2020,8,18,한솔동,0,0,0,summer,화요일,0
2020-08-19,1.0,27.5,0.0,1.3,78.4,23.0,2020,8,19,한솔동,0,1,1,summer,수요일,0
2020-08-20,0.0,27.9,0.0,1.1,76.5,22.9,2020,8,20,한솔동,0,1,1,summer,목요일,0
2020-08-21,0.0,27.8,0.0,1.1,78.6,23.4,2020,8,21,한솔동,1,1,1,summer,금요일,0
2020-08-22,0.0,25.6,0.8,1.3,83.8,22.6,2020,8,22,한솔동,0,0,1,summer,토요일,1
2020-08-23,0.0,26.0,0.0,1.1,77.8,21.4,2020,8,23,한솔동,0,0,0,summer,일요일,1
