,0
533,1
534,1
535,0
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,1
552,0
553,1
554,1
555,0
556,0
557,1
558,1
559,1
560,1
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,1
570,0
571,0
572,1
573,1
574,1
575,0
576,0
577,0
578,1
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,1
588,1
589,1
590,0
591,1
592,0
593,1
594,0
595,0
596,1
597,1
598,1
599,1
600,1
601,0
602,1
603,1
604,1
605,0
606,0
607,1
608,0
609,1
610,1
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,1
619,1
620,1
621,1
622,1
623,0
624,1
625,0
626,0
627,0
628,1
629,1
630,0
631,1
632,0
633,1
634,1
635,1
636,0
637,0
638,1
639,0
640,0
641,1
642,1
643,0
644,0
645,1
646,1
647,1
648,0
649,0
650,1
651,1
652,0
653,0
654,1
655,1
656,1
657,0
658,0
659,0
660,1
661,0
662,1
663,1
664,1
665,1
666,1
667,0
668,0
669,0
670,1
671,0
672,1
673,1
674,0
675,0
676,0
677,0
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,0
686,1
687,1
688,1
689,0
690,1
691,1
692,0
693,1
694,1
695,0
696,1
697,0
698,0
699,0
700,0
701,1
702,1
703,1
704,1
705,0
706,0
707,1
708,1
709,0
710,0
711,1
712,1
713,1
714,0
715,0
716,0
717,1
718,0
719,1
720,0
721,1
722,1
723,1
724,1
725,0
726,1
727,1
728,1
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,1
739,0
740,1
741,1
742,0
743,1
744,1
745,1
746,1
747,0
748,1
749,1
750,0
751,1
752,0
753,1
754,0
755,0
756,1
757,0
758,1
759,1
760,1
761,1
762,1
763,0
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,1
772,0
773,0
774,0
775,0
776,1
777,0
778,0
779,0
780,0
781,0
782,1
783,0
784,1
785,0
786,1
787,1
788,0
789,0
790,0
791,0
792,0
793,1
794,0
795,0
796,1
797,0
798,1
799,1
800,0
801,1
802,1
803,1
804,1
805,0
806,1
807,0
808,1
809,0
810,0
811,1
812,0
813,1
814,1
815,1
816,0
817,1
818,1
819,0
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,1
834,0
835,1
836,1
837,1
838,0
839,1
840,1
841,1
842,0
843,1
844,0
845,1
846,1
847,1
848,0
849,0
850,0
851,0
852,0
853,1
854,0
855,0
856,0
857,1
858,1
859,1
860,0
861,1
862,0
863,0
864,1
865,0
866,1
867,0
868,1
869,1
870,0
871,0
872,1
873,1
874,0
875,0
876,1
877,1
878,0
879,0
880,1
881,1
882,0
883,1
884,0
885,0
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,1
897,0
898,0
