,0
1231,1
1232,1
1233,1
1234,0
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,0
1261,0
1262,0
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,1
1271,0
1272,0
1273,1
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,0
1281,1
1282,0
1283,1
1284,0
1285,0
1286,0
1287,0
1288,1
1289,0
1290,0
1291,0
1292,0
1293,0
1294,1
1295,1
1296,1
1297,0
