RECV_CPLT_DM,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,cluster
2020-12-22 18:22:44,세종특별자치시 세종시 어진동(도담동) 655,127.26412296,36.49710774,20,12,22,18,36
2020-12-23 14:04:38,세종특별자치시 세종시 대평동(대평동) 77-47,127.28135,36.46998,20,12,23,14,26
2020-12-23 09:14:14,세종특별자치시 세종시 소정면 운당리(행정:소정면) 82-4,127.1554786,36.69224654,20,12,23,9,1
2020-12-23 06:53:47,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) ,127.304796,36.603104,20,12,23,6,21
2020-12-23 19:26:21,세종특별자치시 세종시 어진동(행정:도담동) 656,127.263801,36.495977,20,12,23,19,36
2020-12-23 20:01:28,세종특별자치시 세종시 대평동(대평동) 266-28,127.2797346,36.46895479,20,12,23,20,26
2020-12-24 15:32:39,세종특별자치시 세종시 다정동(행정:새롬동) 363-345,127.24323335,36.48938728,20,12,24,15,31
2020-12-24 17:08:27,세종특별자치시 세종시 나성동(행정:새롬동) 720,127.261662,36.480284,20,12,24,17,44
2020-12-26 08:25:59,세종특별자치시 세종시 부강면 부강리(행정:부강면) 401-48,127.36609583,36.53145728,20,12,26,8,4
2020-12-26 06:57:00,세종특별자치시 세종시 장군면 도계리(장군면) 150-1,127.204941,36.498165,20,12,26,6,7
2020-12-23 11:41:16,세종특별자치시  연동면 합강리(연동면) 10-32 ,127.32346112,36.52945022,20,12,23,11,5
2020-12-24 19:36:55,세종특별자치시 세종시 다정동(새롬동) 6-5,127.2488451,36.49562716,20,12,24,19,37
2020-12-23 21:34:29,세종특별자치시 세종시 도담동(행정:도담동) 848,127.258912,36.511586,20,12,23,21,35
2020-12-23 14:37:00,세종특별자치시 세종시 어진동(행정:도담동) ,127.262302,36.507359,20,12,23,14,34
2020-12-23 14:23:11,세종특별자치시 세종시 나성동(행정:새롬동) 798,127.257746,36.489616,20,12,23,14,43
2020-12-25 17:15:49,세종특별자치시 세종시 도담동(행정:도담동) 928,127.25875433,36.5122671,20,12,25,17,35
2020-12-25 15:04:39,세종특별자치시 세종시 소담동(행정:소담동) 333-10,127.29791889,36.4847398,20,12,25,15,22
2020-12-25 18:12:48,세종특별자치시 세종시 소담동(행정:소담동) 35-4,127.303408,36.486339,20,12,25,18,22
2020-12-26 10:48:09,세종특별자치시 세종시 부강면 부강리(부강면) 415-1,127.36643723,36.53020734,20,12,26,10,4
2020-12-28 07:31:00,세종특별자치시 세종시 한솔동(한솔동) 984,127.25290732,36.47197536,20,12,28,7,13
2020-12-28 10:50:29,세종특별자치시 세종시 부강면 부강리(행정:부강면) 449,127.3676,36.53103,20,12,28,10,4
2020-12-28 07:22:17,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25260315,36.47145149,20,12,28,7,13
2020-12-28 09:40:20,세종특별자치시 세종시 연기면 해밀리(연기면) 373-2 ,127.2626888,36.52684259,20,12,28,9,14
2020-12-28 08:26:31,세종특별자치시 세종시 장군면 도계리(장군면) 149-7,127.20423534,36.49784519,20,12,28,8,7
2020-12-26 19:01:33,세종특별자치시 세종시 가람동(한솔동) 486,127.25103548,36.46949062,20,12,26,19,13
2020-12-26 18:16:35,세종특별자치시 세종시 금남면 용포리(금남면) 91-5,127.28076537,36.46358958,20,12,26,18,26
2020-12-27 17:36:19,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 4-1,127.300435,36.601354,20,12,27,17,25
2020-12-29 00:55:27,세종특별자치시 세종시 고운동(행정:고운동) ,127.23511,36.520885,20,12,29,0,30
2020-12-29 20:54:12,세종특별자치시 세종시 소담동(행정:소담동) 32-41,127.30536,36.48193,20,12,29,20,20
2020-12-31 10:53:33,세종특별자치시 세종시 부강면 부강리(부강면) 541-2,127.37276425,36.52760293,20,12,31,10,4
2020-12-29 17:51:42,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 271-6,127.29083776,36.59527659,20,12,29,17,15
2020-12-29 18:46:00,세종특별자치시 세종시 새롬동(행정:새롬동) 341-95,127.251358,36.484395,20,12,29,18,31
2020-12-29 18:41:03,세종특별자치시 세종시 새롬동(행정:새롬동) 341-95,127.251358,36.484395,20,12,29,18,31
2020-12-29 17:42:07,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 271-6,127.29083776,36.59527659,20,12,29,17,15
2020-12-29 17:47:47,세종특별자치시 세종시 대평동(대평동) 77-45,127.28181384,36.47014565,20,12,29,17,26
2020-12-29 17:43:28,세종특별자치시 세종시 대평동(대평동) 77-47,127.28188402,36.46998767,20,12,29,17,26
2020-12-29 17:46:35,세종특별자치시 세종시 대평동(대평동) 77-45,127.28178548,36.47011796,20,12,29,17,26
2020-12-29 18:13:08,세종특별자치시 세종시 대평동(대평동) 610,127.2781471,36.47311741,20,12,29,18,28
2020-12-31 18:29:54,세종특별자치시 세종시 종촌동(행정:종촌동) 669,127.25016145,36.50242785,20,12,31,18,38
2020-12-31 21:09:23,세종특별자치시 세종시 한솔동(한솔동) 168-89 ,127.26078163,36.47948245,20,12,31,21,44
2020-12-30 11:17:58,세종특별자치시 세종시 고운동(도담동) 산159 ,127.23949629,36.51613649,20,12,30,11,30
2020-12-30 16:59:10,세종특별자치시 세종시 대평동(행정:대평동) 63-16,127.277216,36.47323,20,12,30,16,28
2020-12-30 22:56:57,세종특별자치시 세종시 연기면 보통리(행정:연기면) 384-6,127.276945,36.554438,20,12,30,22,9
2020-12-30 22:37:50,세종특별자치시 세종시 보람동(행정:보람동) 628-4,127.289132,36.47784,20,12,30,22,23
2021-01-01 15:22:13,세종특별자치시 세종시 어진동(도담동) 596,127.26264364,36.49697987,21,1,1,15,36
2021-01-03 10:21:08,세종특별자치시 세종시 금남면 용포리(금남면) 350-2,127.2777778,36.4633333,21,1,3,10,26
2021-01-02 13:12:35,세종특별자치시 세종시 어진동(도담동) 547,127.2627778,36.5083333,21,1,2,13,34
2021-01-02 13:31:15,세종특별자치시 세종시 전의면 읍내리(전의면) 253-13,127.20380902,36.67942523,21,1,2,13,0
2021-01-02 14:21:34,세종특별자치시 세종시 가람동(한솔동) 65-9,127.25185951,36.47056028,21,1,2,14,13
2021-01-02 14:54:13,세종특별자치시 세종시 연기면 세종리(연기면) 752-25,127.25758722,36.46988592,21,1,2,14,13
2021-01-02 16:17:15,세종특별자치시 세종시 금남면 두만리(행정:금남면) 336-3,127.283383,36.434262,21,1,2,16,6
2021-01-03 16:28:31,세종특별자치시 세종시 고운동(고운동) 381-6,127.24766803,36.52897855,21,1,3,16,17
2021-01-05 21:52:55,세종특별자치시 세종시 합강동(연동면) 10-64,127.32355369,36.52958103,21,1,5,21,5
2021-01-07 06:11:43,세종특별자치시 세종시 금남면 두만리(금남면) 412-1,127.286375,36.437606,21,1,7,6,6
2021-01-07 07:32:28,세종특별자치시 세종시 합강동(소담동) 산86-8,127.32815266,36.52546406,21,1,7,7,5
2021-01-07 08:36:13,세종특별자치시 세종시 가람동(한솔동) 486-48,127.25035039,36.46855557,21,1,7,8,13
2021-01-04 12:01:00,세종특별자치시 세종시 조치원읍 정리(조치원읍) 102-1,127.29777932,36.59999728,21,1,4,12,25
2021-01-04 12:05:17,세종특별자치시 세종시 조치원읍 정리(조치원읍) 33-3,127.29962136,36.5997484,21,1,4,12,25
2021-01-03 15:45:49,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 396,127.29037,36.59083,21,1,3,15,16
2021-01-06 02:34:17,세종특별자치시 세종시 소정면 운당리(소정면) 35-9,127.1522212,36.69805348,21,1,6,2,1
2021-01-05 01:14:25,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 96-6,127.29678713,36.59208953,21,1,5,1,16
2021-01-05 01:15:08,세종특별자치시 세종시 조치원읍 죽림리(조치원읍) 96-6,127.2965807,36.59206055,21,1,5,1,16
2021-01-07 12:26:40,세종특별자치시 세종시 전동면 석곡리(전동면) 382-6,127.26379749,36.65031992,21,1,7,12,3
2021-01-06 18:17:40,세종특별자치시 세종시 금남면 용포리(행정:금남면) ,127.280577,36.467591,21,1,6,18,26
2021-01-06 14:27:42,세종특별자치시 세종시 연기면 세종리(연기면) 67-57,127.318304,36.523973,21,1,6,14,5
2021-01-06 19:27:14,세종특별자치시 세종시 도담동(도담동) 584,127.25828022,36.51807098,21,1,6,19,35
2021-01-04 17:45:41,세종특별자치시 세종시 새롬동(행정:새롬동) 산25,127.25047479,36.48619911,21,1,4,17,31
2021-01-05 16:56:28,세종특별자치시 세종시 합강동(소담동) 177-5,127.3233333,36.5288889,21,1,5,16,5
2021-01-04 15:30:42,세종특별자치시 세종시 아름동(아름동) 1293,127.249344,36.511731,21,1,4,15,33
2021-01-05 17:42:38,세종특별자치시 세종시 대평동(행정:대평동) 269-14,127.27376821,36.46918043,21,1,5,17,27
2021-01-05 18:02:59,세종특별자치시 세종시 종촌동(종촌동) 649-1,127.24961841,36.50593147,21,1,5,18,38
2021-01-05 18:18:22,세종특별자치시 세종시 합강동(소담동) 10-32,127.32328875,36.52932892,21,1,5,18,5
2021-01-07 03:08:37,세종특별자치시 세종시 아름동(행정:아름동) ,127.248802,36.527806,21,1,7,3,17
2021-01-06 12:24:49,세종특별자치시 세종시 어진동(행정:도담동) 657,127.26494,36.49563,21,1,6,12,36
2021-01-06 11:53:00,세종특별자치시 세종시 소담동(행정:소담동) 37-7,127.301048,36.485562,21,1,6,11,22
2021-01-08 18:25:27,세종특별자치시 세종시 금남면 용포리(행정:금남면) 190-7,127.28227,36.4664,21,1,8,18,26
2021-01-02 20:43:18,세종특별자치시 세종시 종촌동(종촌동) 690-2,127.24750882,36.50215026,21,1,2,20,38
2021-01-04 19:19:29,세종특별자치시 세종시 다정동(다정동) 308-1,127.24107742,36.49965048,21,1,4,19,40
2021-01-09 11:24:55,세종특별자치시 세종시 부강면 갈산리(부강면) 산51-23,127.35650658,36.54231408,21,1,9,11,4
2021-01-11 00:11:30,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 100-5,127.29470127,36.60366385,21,1,11,0,18
2021-01-07 10:44:00,세종특별자치시 세종시 도담동(행정:도담동) ,127.258357,36.51653,21,1,7,10,35
2021-01-07 13:49:57,세종특별자치시 세종시 종촌동(종촌동) 672-1,127.24799065,36.50221077,21,1,7,13,38
2021-01-08 12:11:50,세종특별자치시 세종시 다정동(행정:종촌동) ,127.240469,36.499754,21,1,8,12,40
2021-01-08 08:53:39,세종특별자치시 세종시 다정동(다정동) 50-12,127.2405667,36.49968037,21,1,8,8,40
2021-01-04 13:31:43,세종특별자치시 세종시 고운동(고운동) 1724,127.23990757,36.50452581,21,1,4,13,40
2021-01-06 21:24:47,세종특별자치시 세종시 나성동(행정:새롬동) 722,127.262245,36.479618,21,1,6,21,44
2021-01-06 21:51:35,세종특별자치시 세종시 새롬동(행정:새롬동) 산10,127.250247,36.485672,21,1,6,21,31
2021-01-06 21:50:08,세종특별자치시 세종시 새롬동(행정:새롬동) 산10,127.250247,36.485672,21,1,6,21,31
2021-01-12 19:19:04,세종특별자치시 세종시 부강면 부강리(행정:부강면) 456-9,127.36898,36.530327,21,1,12,19,4
2021-01-06 07:57:10,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 24-3,127.298241,36.602437,21,1,6,7,25
2021-01-09 20:42:04,세종특별자치시 세종시 반곡동(소담동) 742,127.30589093,36.49604318,21,1,9,20,19
2021-01-09 16:02:36,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 167,127.30168,36.60082,21,1,9,16,25
2021-01-12 16:28:16,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 331-7,127.299102,36.589633,21,1,12,16,16
2021-01-10 16:45:09,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 4-16,127.2987,36.59362,21,1,10,16,16
2021-01-09 20:03:46,세종특별자치시 세종시 아름동(아름동) 1310,127.24249256,36.51285151,21,1,9,20,32
2021-01-13 18:26:42,세종특별자치시 세종시 아름동(아름동) 804-1,127.25668586,36.51876794,21,1,13,18,35
2021-01-12 14:24:41,세종특별자치시 세종시 새롬동(행정:새롬동) 산19,127.251219,36.487061,21,1,12,14,31
2021-01-13 21:04:50,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 156-1,127.294464,36.5828,21,1,13,21,12
2021-01-16 14:10:41,세종특별자치시 세종시 새롬동(새롬동) 301,127.2506475,36.48749334,21,1,16,14,31
2021-01-10 20:55:15,세종특별자치시 세종시 나성동(새롬동) 761,127.25658381,36.49110424,21,1,10,20,43
2021-01-17 15:18:58,세종특별자치시 세종시 금남면 용포리(금남면) 440-32,127.281675,36.465455,21,1,17,15,26
2021-01-13 22:35:07,세종특별자치시 세종시 나성동(새롬동) 361-214,127.257085,36.48934,21,1,13,22,43
2021-01-18 12:11:17,세종특별자치시 세종시 아름동(아름동) 1343,127.24618861,36.51181388,21,1,18,12,33
2021-01-14 16:47:24,세종특별자치시 세종시 금남면 장재리(금남면) 187-5,127.30861224,36.4796022,21,1,14,16,20
2021-01-13 12:04:23,세종특별자치시 세종시 종촌동(행정:종촌동) 672,127.247997,36.502587,21,1,13,12,38
2021-01-10 20:34:59,세종특별자치시 세종시 전동면 석곡리(전동면) 산3,127.2663889,36.6486111,21,1,10,20,3
2021-01-20 14:31:14,세종특별자치시 세종시 조치원읍 원리(조치원읍) 7-4,127.298493,36.60125251,21,1,20,14,25
2021-01-10 20:32:28,세종특별자치시 세종시 전동면 보덕리(전동면) 6,127.2702384,36.64715052,21,1,10,20,3
2021-01-12 12:42:03,세종특별자치시 세종시 부강면 부강리(행정:부강면) ,127.357542,36.532973,21,1,12,12,4
