RECV_CPLT_DM,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour
2020-12-05 03:26:21,세종특별자치시 세종시 대평동(행정:대평동) 147-1,127.27727052,36.47150302,20,12,05,03
2020-12-05 03:29:00,세종특별자치시 세종시 대평동(행정:대평동) 147-1,127.27727052,36.47150302,20,12,05,03
2020-12-05 04:29:25,세종특별자치시 보람동 258-1 ,127.29572,36.47638,20,12,05,04
2020-12-05 04:36:12,세종특별자치시 세종시 대평동(행정:대평동) 484-20,127.27453846,36.46727382,20,12,05,04
2020-12-05 00:49:35,세종특별자치시 세종시 새롬동(행정:새롬동) 341-79,127.25464796,36.48426355,20,12,05,00
2020-12-05 04:39:55,세종특별자치시 세종시 대평동(행정:대평동) 484-20,127.27453846,36.46727382,20,12,05,04
2020-12-04 15:35:26,세종특별자치시 세종시 부강면 부강리(행정:부강면) 119,127.369561,36.528852,20,12,04,15
2020-12-05 19:08:31,세종특별자치시 세종시 종촌동(행정:종촌동) 690,127.247469,36.500698,20,12,05,19
2020-12-05 16:12:13,세종특별자치시 세종시 아름동(행정:아름동) ,127.248802,36.527806,20,12,05,16
2020-12-05 14:21:55,세종특별자치시 도담동 산10 ,127.26211,36.51297,20,12,05,14
2020-12-05 17:21:23,세종특별자치시 세종시 부강면 부강리(행정:부강면) 430,127.366041,36.529251,20,12,05,17
2020-12-05 14:53:44,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 159-3,127.302305,36.600875,20,12,05,14
2020-12-05 15:20:47,세종특별자치시 세종시 아름동(행정:아름동) ,127.248802,36.527806,20,12,05,15
2020-12-05 14:59:20,세종특별자치시 세종시 고운동(고운동) 1400-1,127.22943448,36.5140428,20,12,05,14
2020-12-05 19:56:32,세종특별자치시 세종시 아름동(아름동) 1175,127.25245,36.519263,20,12,05,19
2020-12-05 21:54:19,세종특별자치시 세종시 연서면 월하리(행정:연서면) 533-4,127.290631,36.574496,20,12,05,21
2020-12-05 21:10:53,세종특별자치시 세종시 연서면 월하리(행정:연서면) 533-4,127.290631,36.574496,20,12,05,21
2020-12-05 07:38:02,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25251366,36.47145933,20,12,05,07
2020-12-05 11:48:09,세종특별자치시 세종시 나성동(행정:새롬동) 741,127.2567871,36.48851449,20,12,05,11
2020-12-05 10:18:28,세종특별자치시 세종시 장군면 은용리(행정:장군면) 20-6,127.2127791,36.49383008,20,12,05,10
2020-12-05 11:28:48,세종특별자치시 세종시 가람동(한솔동) 19-30,127.24852605,36.46682763,20,12,05,11
2020-12-04 11:59:37,세종특별자치시 세종시 금남면 용포리(행정:금남면) 213-1,127.281216,36.468869,20,12,04,11
2020-12-04 10:54:45,세종특별자치시 세종시 보람동(보람동) 630-4,127.29010072,36.479179,20,12,04,10
2020-12-08 11:40:20,세종특별자치시 한솔동 1234 ,127.2532,36.47163,20,12,08,11
2020-12-08 15:32:48,세종특별자치시 세종시 금남면 두만리(금남면) 195-2,127.28631,36.433797,20,12,08,15
2020-12-08 15:33:31,세종특별자치시 세종시 금남면 두만리(금남면) 402-11,127.285838,36.434065,20,12,08,15
2020-12-08 13:41:53,세종특별자치시 세종시 장군면 은용리(행정:장군면) 51-2,127.211805,36.493144,20,12,08,13
2020-12-08 14:46:40,세종특별자치시 세종시 전의면 신방리(전의면) 62,127.20489979,36.6731894,20,12,08,14
2020-12-08 11:39:04,세종특별자치시 세종시 가람동(행정:한솔동) 765,127.24604543,36.47901951,20,12,08,11
2020-12-08 12:16:32,세종특별자치시 세종시 금남면 용포리(행정:금남면) ,127.280577,36.467591,20,12,08,12
2020-12-08 12:54:55,세종특별자치시 전의면 유천리 843-1 ,127.16011,36.68824,20,12,08,12
2020-12-08 11:39:55,세종특별자치시 세종시 새롬동(새롬동) 377-6,127.245077,36.485853,20,12,08,11
2020-12-08 11:50:55,세종특별자치시 세종시 고운동(도담동) 산232 ,127.23117839,36.50941328,20,12,08,11
2020-12-06 22:23:29,세종특별자치시 세종시 전동면 석곡리(전동면) 367-4,127.25492751,36.66091373,20,12,06,22
2020-12-07 07:01:21,세종특별자치시 세종시 대평동(대평동) 484-2,127.275367,36.466638,20,12,07,07
2020-12-07 12:11:55,세종특별자치시 전의면 읍내리 315-8 ,127.19796,36.67844,20,12,07,12
2020-12-07 08:36:05,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25212143,36.47097934,20,12,07,08
2020-12-07 12:48:54,세종특별자치시 세종시 보람동(행정:보람동) 628-4,127.289132,36.47784,20,12,07,12
2020-12-07 10:19:00,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 380-1,127.221452,36.499755,20,12,07,10
2020-12-06 20:31:37,세종특별자치시 세종시 한솔동(행정:한솔동) 977,127.25529438,36.4743184,20,12,06,20
2020-12-07 16:58:25,세종특별자치시 부강면 부강리 1146-1 ,127.36917,36.52892,20,12,07,16
2020-12-07 17:44:00,세종특별자치시 세종시 보람동(행정:보람동) 629-6,127.29083254,36.47715145,20,12,07,17
2020-12-07 17:57:26,세종특별자치시 세종시 금남면 황용리(금남면) 583-4,127.3163889,36.4775,20,12,07,17
2020-12-07 17:59:44,세종특별자치시 세종시 금남면 황용리(금남면) 산6-4,127.32723865,36.47515474,20,12,07,17
2020-12-06 08:48:02,세종특별자치시 세종시 조치원읍 죽림리(행정:조치원읍) 208-2,127.297722,36.59078,20,12,06,08
2020-12-06 15:03:01,세종특별자치시 세종시 금남면 달전리(금남면) 784,127.34607,36.459546,20,12,06,15
2020-12-06 15:28:25,세종특별자치시 어진동 79-2 ,127.26082,36.50334,20,12,06,15
2020-12-09 01:30:25,세종특별자치시 금남면 집현리 883-208 ,127.31932,36.48575,20,12,09,01
2020-12-09 01:07:53,세종특별자치시 세종시 집현동(소담동) 883-160,127.32081275,36.48506548,20,12,09,01
2020-12-08 17:38:45,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 262-8,127.292443,36.603589,20,12,08,17
2020-12-08 20:06:37,세종특별자치시 세종시 한솔동(한솔동) 876,127.2538889,36.4813889,20,12,08,20
2020-12-08 21:40:24,세종특별자치시 세종시 합강동(소담동) 10-8,127.3288889,36.5322222,20,12,08,21
2020-12-08 16:03:15,세종특별자치시 세종시 금남면 두만리(금남면) 195-4,127.28631,36.433507,20,12,08,16
2020-12-09 09:57:51,세종특별자치시 세종시 아름동(행정:아름동) 1335,127.243664,36.511725,20,12,09,09
2020-12-09 09:44:40,세종특별자치시 세종시 전동면 청송리(행정:전동면) 453-4,127.24491,36.665626,20,12,09,09
2020-12-11 09:21:50,세종특별자치시 세종시 어진동(도담동) 597,127.26099628,36.49749295,20,12,11,09
2020-12-11 09:23:16,세종특별자치시 세종시 소담동(소담동) 32-41,127.30538464,36.48188081,20,12,11,09
2020-12-11 13:18:47,세종특별자치시 세종시 나성동(행정:새롬동) 800,127.258996,36.489839,20,12,11,13
2020-12-11 09:23:16,세종특별자치시 세종시 소담동(행정:소담동) 32-41,127.305614,36.482186,20,12,11,09
2020-12-11 09:34:38,세종특별자치시 세종시 반곡동(소담동) 54-8,127.31396718,36.50127165,20,12,11,09
2020-12-11 13:39:23,세종특별자치시 세종시 나성동(행정:새롬동) 800,127.258996,36.489839,20,12,11,13
2020-12-09 21:37:22,세종특별자치시 세종시 조치원읍 신안리(행정:조치원읍) 389-8,127.291158,36.613964,20,12,09,21
2020-12-10 08:35:27,세종특별자치시 세종시 합강동(소담동) 10-32,127.32330954,36.52932482,20,12,10,08
2020-12-09 16:42:57,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 260-8,127.29336399,36.60375263,20,12,09,16
2020-12-09 19:06:31,세종특별자치시 세종시 나성동(새롬동) 748,127.25839969,36.48552725,20,12,09,19
2020-12-09 19:15:46,세종특별자치시 세종시 보람동(행정:보람동) ,127.287354,36.478535,20,12,09,19
2020-12-09 18:03:13,세종특별자치시 세종시 대평동(대평동) 499-2,127.276016,36.467863,20,12,09,18
2020-12-10 21:46:14,세종특별자치시 세종시 종촌동(종촌동) 640,127.24335385,36.50533158,20,12,10,21
2020-12-10 20:08:25,세종특별자치시 세종시 대평동(대평동) 265-9,127.2747222,36.4713889,20,12,10,20
2020-12-10 21:47:29,세종특별자치시 세종시 대평동(행정:대평동) 584-4,127.2688386,36.46847154,20,12,10,21
2020-12-10 18:27:41,세종특별자치시 세종시 어진동(행정:도담동) ,127.266495,36.50617,20,12,10,18
2020-12-10 19:48:46,세종특별자치시 세종시 연동면 송용리(연동면) 268-2,127.32135057,36.56972051,20,12,10,19
2020-12-10 18:07:55,세종특별자치시 세종시 나성동(행정:새롬동) 361-115,127.258718,36.491089,20,12,10,18
2020-12-10 23:01:29,세종특별자치시 세종시 연동면 명학리(연동면) 673-15,127.33515358,36.53622287,20,12,10,23
2020-12-10 23:00:36,세종특별자치시 세종시 연동면 명학리(연동면) 552-10,127.33720872,36.53689977,20,12,10,23
2020-12-10 23:00:55,세종특별자치시 세종시 연동면 명학리(연동면) 641-21,127.33115673,36.53392911,20,12,10,23
2020-12-11 02:52:31,세종특별자치시 세종시 조치원읍 남리(행정:조치원읍) 290,127.300074,36.597243,20,12,11,02
2020-12-10 17:33:08,세종특별자치시 세종시 나성동(행정:새롬동) 361-22,127.258162,36.491033,20,12,10,17
2020-12-09 14:54:40,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) ,127.301158,36.601632,20,12,09,14
2020-12-13 12:41:42,세종특별자치시 세종시 고운동(고운동) 1400,127.22946483,36.51293311,20,12,13,12
2020-12-12 10:54:52,세종특별자치시 세종시 대평동(행정:대평동) 484-20,127.27453846,36.46727382,20,12,12,10
2020-12-12 07:31:56,세종특별자치시 세종시 연기면 세종리(연기면) 644-106,127.30963469,36.51688099,20,12,12,07
2020-12-12 14:03:22,세종특별자치시 세종시 조치원읍 신안리(조치원읍) 230-5,127.287962,36.63183,20,12,12,14
2020-12-12 11:07:07,세종특별자치시 세종시 조치원읍 원리(조치원읍) 6-16,127.2991667,36.6005556,20,12,12,11
2020-12-12 12:00:52,세종특별자치시 세종시 반곡동(소담동) 산154,127.30745452,36.48197618,20,12,12,12
2020-12-12 07:46:45,세종특별자치시 세종시 연기면 세종리(행정:연기면) 644-106,127.309704,36.516841,20,12,12,07
2020-12-12 10:05:23,세종특별자치시 세종시 고운동(고운동) 산167,127.23980555,36.51126735,20,12,12,10
2020-12-11 20:21:09,세종특별자치시 세종시 조치원읍 상리(조치원읍) 37-4,127.30479263,36.60303391,20,12,11,20
2020-12-11 20:36:07,세종특별자치시 세종시 어진동(도담동) 596,127.26268915,36.4969269,20,12,11,20
2020-12-12 20:22:17,세종특별자치시 세종시 반곡동(행정:소담동) 54-8,127.31396537,36.50125497,20,12,12,20
2020-12-12 23:10:54,세종특별자치시 세종시 조치원읍 번암리(조치원읍) 81-12,127.29206972,36.58840695,20,12,12,23
2020-12-12 23:17:09,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 81-3,127.291714,36.588272,20,12,12,23
2020-12-12 21:18:31,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 257-7,127.29341,36.60494,20,12,12,21
2020-12-13 09:11:04,세종특별자치시 세종시 연서면 신대리(연서면) 648-2,127.23614031,36.58937018,20,12,13,09
2020-12-12 19:13:39,세종특별자치시 세종시 소정면 운당리(소정면) 63-1,127.154281,36.696042,20,12,12,19
2020-12-11 17:01:07,세종특별자치시 세종시 어진동(도담동) 666,127.2597222,36.4977778,20,12,11,17
2020-12-11 18:45:06,세종특별자치시 세종시 어진동(도담동) 626,127.26825792,36.50291092,20,12,11,18
2020-12-11 15:27:49,세종특별자치시 세종시 소담동(행정:소담동) 32-41,127.30534801,36.48187546,20,12,11,15
2020-12-11 18:40:44,세종특별자치시 세종시 도담동(도담동) 400,127.26122618,36.52502418,20,12,11,18
2020-12-15 23:01:51,세종특별자치시 세종시 다정동(새롬동) 382-2,127.2404592,36.49805841,20,12,15,23
2020-12-14 15:12:19,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 415,127.29556,36.595839,20,12,14,15
2020-12-14 11:40:04,세종특별자치시 세종시 금남면 발산리(행정:금남면) 211-4,127.284955,36.452379,20,12,14,11
2020-12-14 19:32:03,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 252-5,127.292158,36.605242,20,12,14,19
2020-12-14 09:18:08,세종특별자치시 세종시 도담동(도담동) 407-3,127.2568439,36.5186504,20,12,14,09
2020-12-14 07:28:55,세종특별자치시 세종시 도담동(도담동) 408,127.25931042,36.51881964,20,12,14,07
2020-12-14 07:31:50,세종특별자치시 세종시 도담동(도담동) 405,127.26046774,36.52296285,20,12,14,07
2020-12-14 08:28:29,세종특별자치시 세종시 도담동(도담동) 685,127.255819,36.511903,20,12,14,08
2020-12-14 08:28:53,세종특별자치시 세종시 아름동(아름동) 1276,127.250819,36.511656,20,12,14,08
2020-12-14 08:31:16,세종특별자치시 세종시 도담동(도담동) 685,127.25592276,36.51193494,20,12,14,08
2020-12-15 13:47:44,세종특별자치시 세종시 부강면 부강리(부강면) 439-20,127.36694813,36.52888656,20,12,15,13
2020-12-15 19:01:14,세종특별자치시 세종시 어진동(도담동) 726,127.26055062,36.49899462,20,12,15,19
2020-12-15 17:47:17,세종특별자치시 세종시 소담동(행정:소담동) ,127.308158,36.48009,20,12,15,17
2020-12-15 19:00:33,세종특별자치시 세종시 장군면 봉안리(장군면) 185-1,127.22854704,36.49908349,20,12,15,19
2020-12-14 22:20:44,세종특별자치시 세종시 소담동(소담동) 32-100,127.30801767,36.48010319,20,12,14,22
2020-12-18 14:30:31,세종특별자치시 세종시 소담동(소담동) 32-93,127.30620146,36.48005962,20,12,18,14
2020-12-18 09:53:26,세종특별자치시 세종시 나성동(행정:새롬동) 720,127.261814,36.480236,20,12,18,09
2020-12-18 14:19:13,세종특별자치시 세종시 도담동(도담동) 257 ,127.25847354,36.51558393,20,12,18,14
2020-12-18 14:15:10,세종특별자치시 세종시 어진동(도담동) 524,127.256076,36.499007,20,12,18,14
2020-12-18 14:12:58,세종특별자치시 세종시 전동면 석곡리(전동면) 376-4,127.258608,36.657858,20,12,18,14
2020-12-18 11:35:25,세종특별자치시 세종시 금남면 장재리(금남면) 214-2,127.3093665,36.47867661,20,12,18,11
2020-12-17 10:11:39,세종특별자치시 세종시 연기면 세종리(연기면) 284-46,127.2878583,36.49076185,20,12,17,10
2020-12-16 21:35:25,세종특별자치시 세종시 한솔동(행정:한솔동) 939,127.2576,36.48111,20,12,16,21
2020-12-16 21:46:10,세종특별자치시 세종시 종촌동(종촌동) 697,127.25078086,36.50199551,20,12,16,21
2020-12-17 07:49:40,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 1-16,127.30063,36.602326,20,12,17,07
2020-12-17 11:04:19,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 129-8,127.29159356,36.59158884,20,12,17,11
2020-12-17 06:26:52,세종특별자치시 세종시 고운동(행정:고운동) 1902,127.23586,36.500248,20,12,17,06
2020-12-17 08:08:35,세종특별자치시 세종시 연기면 세종리(연기면) 293-4,127.2873764,36.49046981,20,12,17,08
2020-12-16 20:33:04,세종특별자치시 세종시 종촌동(행정:종촌동) 640,127.24506404,36.50606444,20,12,16,20
2020-12-17 11:52:04,세종특별자치시 세종시 연동면 명학리(연동면) 554-1,127.33683732,36.53696338,20,12,17,11
2020-12-16 17:51:07,세종특별자치시 세종시 전의면 유천리(전의면) 425,127.17923543,36.6807635,20,12,16,17
2020-12-16 14:01:29,세종특별자치시 세종시 한솔동(한솔동) 168-59 ,127.260647,36.480882,20,12,16,14
2020-12-16 16:11:02,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-1,127.205724,36.49747,20,12,16,16
2020-12-16 16:06:28,세종특별자치시 세종시 장군면 도계리(행정:장군면) 154-1,127.205724,36.49747,20,12,16,16
2020-12-17 18:51:08,세종특별자치시 세종시 어진동(도담동) 561-1,127.26139784,36.50458574,20,12,17,18
2020-12-17 17:29:19,세종특별자치시 세종시 대평동(대평동) 138-1,127.27878924,36.47332521,20,12,17,17
2020-12-18 08:53:57,세종특별자치시 세종시 어진동(도담동) 663,127.25832939,36.4977783,20,12,18,08
2020-12-17 16:23:41,세종특별자치시 세종시 연기면 연기리(행정:연기면) 512-1,127.27774999,36.55268333,20,12,17,16
2020-12-17 13:25:21,세종특별자치시 세종시 조치원읍 남리(조치원읍) 21-4,127.301824,36.598291,20,12,17,13
2020-12-17 13:22:30,세종특별자치시 세종시 조치원읍 남리(조치원읍) 21-4,127.301824,36.598291,20,12,17,13
2020-12-17 15:52:25,세종특별자치시 세종시 조치원읍 신흥리(조치원읍) 137-6,127.29149822,36.59151616,20,12,17,15
2020-12-16 11:46:24,세종특별자치시 세종시 어진동(행정:도담동) 671,127.262165,36.495097,20,12,16,11
2020-12-16 07:46:18,세종특별자치시 세종시 나성동(새롬동) 777,127.261899,36.482051,20,12,16,07
2020-12-16 11:46:24,세종특별자치시 세종시 어진동(행정:도담동) 671,127.262165,36.495097,20,12,16,11
2020-12-16 10:22:35,세종특별자치시 세종시 다정동(새롬동) 390-1,127.24002908,36.49725696,20,12,16,10
2020-12-16 11:17:12,세종특별자치시 세종시 도담동(행정:도담동) ,127.261412,36.525251,20,12,16,11
2020-12-16 08:59:53,세종특별자치시 세종시 고운동(행정:고운동) 1902,127.23586,36.500248,20,12,16,08
2020-12-20 15:10:14,세종특별자치시 세종시 소정면 소정리(행정:소정면) 495,127.142273,36.714078,20,12,20,15
2020-12-19 14:03:56,세종특별자치시 세종시 다정동(새롬동) 363-72,127.25372524,36.4926788,20,12,19,14
2020-12-19 14:10:16,세종특별자치시 세종시 도담동(도담동) 257 ,127.25847354,36.51558393,20,12,19,14
2020-12-19 10:54:29,세종특별자치시 세종시 고운동(고운동) 433-3,127.24441877,36.53220224,20,12,19,10
2020-12-19 12:05:38,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 377-13,127.221705,36.49954,20,12,19,12
2020-12-19 13:58:37,세종특별자치시 세종시 연서면 월하리(행정:연서면) 654-6,127.29168328,36.57546277,20,12,19,13
2020-12-19 15:37:40,세종특별자치시 세종시 조치원읍 남리(조치원읍) 56-2,127.29872672,36.59693212,20,12,19,15
2020-12-19 11:34:52,세종특별자치시 세종시 보람동(행정:보람동) 664-98,127.283494,36.475229,20,12,19,11
2020-12-18 21:02:08,세종특별자치시 세종시 종촌동(종촌동) 690-3,127.24949753,36.5004301,20,12,18,21
2020-12-18 21:23:24,세종특별자치시 세종시 나성동(새롬동) 735,127.255963,36.491008,20,12,18,21
2020-12-20 10:22:01,세종특별자치시 세종시 한솔동(행정:한솔동) 1229,127.25258533,36.47558446,20,12,20,10
2020-12-20 09:47:28,세종특별자치시 세종시 소정면 운당리(소정면) 29-4,127.15295076,36.69767261,20,12,20,09
2020-12-19 20:07:17,세종특별자치시 세종시 연기면 누리리(연기면) 194-2,127.29180336,36.53407931,20,12,19,20
2020-12-18 18:39:55,세종특별자치시 세종시 아름동(행정:아름동) 1352,127.247996,36.511475,20,12,18,18
2020-12-18 18:42:05,세종특별자치시 세종시 소담동(소담동) 32-100,127.30784897,36.48022708,20,12,18,18
2020-12-18 16:10:47,세종특별자치시 세종시 조치원읍 상리(조치원읍) 26-4,127.303716,36.602664,20,12,18,16
2020-12-18 17:13:00,세종특별자치시 세종시 다정동(새롬동) 376-1,127.23991232,36.49585847,20,12,18,17
2020-12-21 11:31:01,세종특별자치시 세종시 조치원읍 평리(조치원읍) 84-1,127.303866,36.603987,20,12,21,11
2020-12-21 11:44:30,세종특별자치시 세종시 대평동(행정:대평동) 269-14,127.27376821,36.46918043,20,12,21,11
2020-12-21 08:12:17,세종특별자치시 세종시 합강동(소담동) 177-5,127.32359962,36.52896681,20,12,21,08
2020-12-21 10:45:23,세종특별자치시 세종시 아름동(아름동) 1350,127.24706413,36.51166818,20,12,21,10
2020-12-21 13:07:03,세종특별자치시 세종시 조치원읍 평리(행정:조치원읍) 84-1,127.303787,36.603901,20,12,21,13
2020-12-21 10:46:34,세종특별자치시 세종시 아름동(아름동) 1351,127.24727793,36.51152814,20,12,21,10
2020-12-21 20:00:52,세종특별자치시 세종시 아름동(아름동) 1373,127.24987132,36.50769696,20,12,21,20
2020-12-21 15:42:01,세종특별자치시 세종시 연기면 눌왕리(행정:연기면) 710-38,127.249159,36.546611,20,12,21,15
2020-12-21 19:04:56,세종특별자치시 세종시 대평동(대평동) 486-3,127.2805329,36.47120162,20,12,21,19
2020-12-22 18:48:58,세종특별자치시 세종시 아름동(아름동) 1352,127.24766119,36.5117992,20,12,22,18
2020-12-22 00:04:39,세종특별자치시 세종시 나성동(행정:새롬동) 691,127.2606306,36.48761456,20,12,22,00
2020-12-21 22:39:17,세종특별자치시 세종시 고운동(행정:고운동) 1729,127.233637,36.504031,20,12,21,22
2020-12-21 20:45:13,세종특별자치시 세종시 어진동(도담동) 536,127.260003,36.502074,20,12,21,20
2020-12-21 21:40:00,세종특별자치시 세종시 다정동(새롬동) 306,127.24466613,36.49601012,20,12,21,21
2020-12-21 21:45:59,세종특별자치시 세종시 다정동(새롬동) 306,127.24478209,36.49595747,20,12,21,21
2020-12-28 17:36:01,세종특별자치시 세종시 연동면 명학리(연동면) 101-2,127.35485723,36.52078408,20,12,28,17
2020-12-22 11:26:17,세종특별자치시 세종시 소정면 운당리(소정면) 32-5,127.152613,36.697923,20,12,22,11
2020-12-22 21:21:22,세종특별자치시 세종시 조치원읍 상리(조치원읍) 146,127.301919,36.601599,20,12,22,21
2020-12-22 10:38:46,세종특별자치시 세종시 다정동(새롬동) 399,127.235233,36.497617,20,12,22,10
2020-12-28 12:17:32,세종특별자치시 세종시 고운동(고운동) 1705,127.23803806,36.50614892,20,12,28,12
2020-12-28 11:51:55,세종특별자치시 세종시 고운동(고운동) 1705,127.23803806,36.50614892,20,12,28,11
2020-12-28 12:49:14,세종특별자치시 세종시 연기면 세종리(연기면) 23-165,127.301524,36.536375,20,12,28,12
2020-12-22 15:56:12,세종특별자치시 세종시 아름동(행정:아름동) 1352,127.247996,36.511475,20,12,22,15
